title,category,description,Цена из файла,height_cm,diameter_cm,branches,discount_pct,price,offer,id,photos,active,,Насколько изменилась цена?,,,,,,,
Наименование,Категория,Описание ёлки,Оригинальная цена,Высота,Диаметр,Кол-во веток,% скидки,Цена на сайте,Цена без скидки,,Ссылка на фото,,,0%,,,,,,,
Афина,Заснеженная с освещением,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",41 000 ₽,215 см,148 см,1367 шт,-30%,41 000 ₽,58572,7,https://lady-elka.ru/d/photo_2025-09-06_21-16-20.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-20-01.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-19-56.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная с освещением,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",46 000 ₽,230 см,154 см,1599 шт,-30%,46 000 ₽,65715,7,https://lady-elka.ru/d/photo_2025-09-06_21-16-20.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-20-01.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-19-56.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная с освещением,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",53 000 ₽,250 см,160 см,1895 шт,-30%,53 000 ₽,75715,7,https://lady-elka.ru/d/photo_2025-09-06_21-16-20.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-20-01.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-19-56.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная с освещением,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",64 000 ₽,270 см,168 см,2511 шт,-30%,64 000 ₽,91429,7,https://lady-elka.ru/d/photo_2025-09-06_21-16-20.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-20-01.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-19-56.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная с освещением,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",82 000 ₽,300 см,182 см,2941 шт,-30%,82 000 ₽,117143,7,https://lady-elka.ru/d/photo_2025-09-06_21-16-20.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-20-01.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-19-56.jpg |  |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Камелия,Зелёная,"Главной особенностью Камелии являются длинные иголки. Елка смотрится потрясающе, благодаря традиционному треугольному силуэту и объемной, пышной кроне. Имеет неширокий диаметр нижних веточек и темно-зеленую хвою",20 800 ₽,150 см,116 см,644 шт,-30%,20 800 ₽,29715,8,https://lady-elka.ru/d/photo_2025-09-06_21-28-32.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-46.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Камелия,Зелёная,"Главной особенностью Камелии являются длинные иголки. Елка смотрится потрясающе, благодаря традиционному треугольному силуэту и объемной, пышной кроне. Имеет неширокий диаметр нижних веточек и темно-зеленую хвою",25 700 ₽,185 см,130 см,932 шт,-30%,25 700 ₽,36715,8,https://lady-elka.ru/d/photo_2025-09-06_21-28-32.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-46.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Камелия,Зелёная,"Главной особенностью Камелии являются длинные иголки. Елка смотрится потрясающе, благодаря традиционному треугольному силуэту и объемной, пышной кроне. Имеет неширокий диаметр нижних веточек и темно-зеленую хвою",36 700 ₽,215 см,148 см,1388 шт,-30%,36 700 ₽,52429,8,https://lady-elka.ru/d/photo_2025-09-06_21-28-32.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-46.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Камелия,Зелёная,"Главной особенностью Камелии являются длинные иголки. Елка смотрится потрясающе, благодаря традиционному треугольному силуэту и объемной, пышной кроне. Имеет неширокий диаметр нижних веточек и темно-зеленую хвою",42 800 ₽,230 см,154 см,1628 шт,-30%,42 800 ₽,61143,8,https://lady-elka.ru/d/photo_2025-09-06_21-28-32.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-46.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Камелия,Зелёная,"Главной особенностью Камелии являются длинные иголки. Елка смотрится потрясающе, благодаря традиционному треугольному силуэту и объемной, пышной кроне. Имеет неширокий диаметр нижних веточек и темно-зеленую хвою",54 900 ₽,250 см,160 см,1916 шт,-30%,54 900 ₽,78429,8,https://lady-elka.ru/d/photo_2025-09-06_21-28-32.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-46.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Камелия,Зелёная,"Главной особенностью Камелии являются длинные иголки. Елка смотрится потрясающе, благодаря традиционному треугольному силуэту и объемной, пышной кроне. Имеет неширокий диаметр нижних веточек и темно-зеленую хвою",62 900 ₽,270 см,168 см,2516 шт,-30%,62 900 ₽,89858,8,https://lady-elka.ru/d/photo_2025-09-06_21-28-32.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-46.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Камелия,Зелёная,"Главной особенностью Камелии являются длинные иголки. Елка смотрится потрясающе, благодаря традиционному треугольному силуэту и объемной, пышной кроне. Имеет неширокий диаметр нижних веточек и темно-зеленую хвою",73 000 ₽,300 см,182 см,3140 шт,-30%,73 000 ₽,104286,8,https://lady-elka.ru/d/photo_2025-09-06_21-28-32.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-46.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-28-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Берта,Зелёная,"Одна из самых широких моделей. Обладает реалистичным внешним видом, благодаря точной передаче структуры хвои и ветвей",28 000 ₽,180 см,154 см,943 шт,-30%,28 000 ₽,40000,9,https://lady-elka.ru/d/photo_2025-09-06_21-35-24.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-30.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-34.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Берта,Зелёная,"Одна из самых широких моделей. Обладает реалистичным внешним видом, благодаря точной передаче структуры хвои и ветвей",37 000 ₽,210 см,166 см,1255 шт,-30%,37 000 ₽,52858,9,https://lady-elka.ru/d/photo_2025-09-06_21-35-24.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-30.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-34.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Берта,Зелёная,"Одна из самых широких моделей. Обладает реалистичным внешним видом, благодаря точной передаче структуры хвои и ветвей",51 000 ₽,230 см,184 см,1603 шт,-30%,51 000 ₽,72858,9,https://lady-elka.ru/d/photo_2025-09-06_21-35-24.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-30.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-34.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Берта,Зелёная,"Одна из самых широких моделей. Обладает реалистичным внешним видом, благодаря точной передаче структуры хвои и ветвей",61 000 ₽,250 см,196 см,2051 шт,-30%,61 000 ₽,87143,9,https://lady-elka.ru/d/photo_2025-09-06_21-35-24.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-30.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-34.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Берта,Зелёная,"Одна из самых широких моделей. Обладает реалистичным внешним видом, благодаря точной передаче структуры хвои и ветвей",77 000 ₽,270 см,208 см,2707 шт,-30%,77 000 ₽,110000,9,https://lady-elka.ru/d/photo_2025-09-06_21-35-24.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-30.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-34.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Берта,Зелёная,"Одна из самых широких моделей. Обладает реалистичным внешним видом, благодаря точной передаче структуры хвои и ветвей",92 000 ₽,300 см,220 см,3235 шт,-30%,92 000 ₽,131429,9,https://lady-elka.ru/d/photo_2025-09-06_21-35-24.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-30.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-35-34.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Сильвия,Зелёная,"Самое главное отличие Сильвии — двухцветные ветки, зеленые у основания и голубые на кончиках. Компактный нижний диаметр позволяет устанавливать елочку как в просторных, так и в небольших помещениях",16 000 ₽,150 см,98 см,457 шт,-30%,16 000 ₽,22858,10,https://lady-elka.ru/d/photo_2025-09-06_21-40-16.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-40-09.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/photo_2026-09-10_11-29-57.jpg | ,TRUE,,,,,,,,,
Сильвия,Зелёная,"Самое главное отличие Сильвии — двухцветные ветки, зеленые у основания и голубые на кончиках. Компактный нижний диаметр позволяет устанавливать елочку как в просторных, так и в небольших помещениях",24 000 ₽,185 см,110 см,793 шт,-30%,24 000 ₽,34286,10,https://lady-elka.ru/d/photo_2025-09-06_21-40-16.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-40-09.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/photo_2026-09-10_11-29-57.jpg | ,TRUE,,,,,,,,,
Сильвия,Зелёная,"Самое главное отличие Сильвии — двухцветные ветки, зеленые у основания и голубые на кончиках. Компактный нижний диаметр позволяет устанавливать елочку как в просторных, так и в небольших помещениях",38 000 ₽,215 см,126 см,1163 шт,-30%,38 000 ₽,54286,10,https://lady-elka.ru/d/photo_2025-09-06_21-40-16.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-40-09.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/photo_2026-09-10_11-29-57.jpg | ,TRUE,,,,,,,,,
Сильвия,Зелёная,"Самое главное отличие Сильвии — двухцветные ветки, зеленые у основания и голубые на кончиках. Компактный нижний диаметр позволяет устанавливать елочку как в просторных, так и в небольших помещениях",46 000 ₽,230 см,134 см,1403 шт,-30%,46 000 ₽,65715,10,https://lady-elka.ru/d/photo_2025-09-06_21-40-16.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-40-09.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/photo_2026-09-10_11-29-57.jpg | ,TRUE,,,,,,,,,
Сильвия,Зелёная,"Самое главное отличие Сильвии — двухцветные ветки, зеленые у основания и голубые на кончиках. Компактный нижний диаметр позволяет устанавливать елочку как в просторных, так и в небольших помещениях",54 000 ₽,250 см,140 см,1843 шт,-30%,54 000 ₽,77143,10,https://lady-elka.ru/d/photo_2025-09-06_21-40-16.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-40-09.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/photo_2026-09-10_11-29-57.jpg | ,TRUE,,,,,,,,,
Сильвия,Зелёная,"Самое главное отличие Сильвии — двухцветные ветки, зеленые у основания и голубые на кончиках. Компактный нижний диаметр позволяет устанавливать елочку как в просторных, так и в небольших помещениях",66 000 ₽,270 см,146 см,2123 шт,-30%,66 000 ₽,94286,10,https://lady-elka.ru/d/photo_2025-09-06_21-40-16.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-40-09.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/photo_2026-09-10_11-29-57.jpg | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Венди,Зелёная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",15 000 ₽,150 см,90 см,340 шт,-30%,15 000 ₽,21429,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-29.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Венди,Зелёная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",18 700 ₽,180 см,98 см,484 шт,-30%,18 700 ₽,26715,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-29.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Венди,Зелёная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",25 000 ₽,210 см,104 см,664 шт,-30%,25 000 ₽,35715,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-29.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Венди,Зелёная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",32 000 ₽,230 см,110 см,832 шт,-30%,32 000 ₽,45715,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-29.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Венди,Зелёная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",43 000 ₽,250 см,122 см,1192 шт,-30%,43 000 ₽,61429,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-29.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Венди,Зелёная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",51 000 ₽,270 см,128 см,1384 шт,-30%,51 000 ₽,72858,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-29.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Венди,Зелёная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",66 000 ₽,300 см,140 см,1888 шт,-30%,66 000 ₽,94286,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-29.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Венди,Заснеженная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",18 000 ₽,150 см,90 см,340 шт,-30%,18 000 ₽,25715,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-53.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-45-47.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  | ,TRUE,,,,,,,,,
Венди,Заснеженная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",22 000 ₽,180 см,98 см,484 шт,-30%,22 000 ₽,31429,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-53.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-45-47.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  | ,TRUE,,,,,,,,,
Венди,Заснеженная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",35 000 ₽,210 см,104 см,664 шт,-30%,35 000 ₽,50000,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-53.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-45-47.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  | ,TRUE,,,,,,,,,
Венди,Заснеженная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",43 000 ₽,230 см,110 см,832 шт,-30%,43 000 ₽,61429,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-53.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-45-47.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  | ,TRUE,,,,,,,,,
Венди,Заснеженная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",51 000 ₽,250 см,122 см,1192 шт,-30%,51 000 ₽,72858,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-53.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-45-47.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  | ,TRUE,,,,,,,,,
Венди,Заснеженная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",58 000 ₽,270 см,128 см,1384 шт,-30%,58 000 ₽,82858,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-53.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-45-47.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  | ,TRUE,,,,,,,,,
Венди,Заснеженная,"Самая узкая модель в магазине «Леди-Елка». Очень плотная густая хвоя и идеальная симметрия ветвей. Именно она сможет по-настоящему украсить спальню, детскую комнату или квартиру-студию",74 000 ₽,300 см,140 см,1888 шт,-30%,74 000 ₽,105715,11,https://lady-elka.ru/d/photo_2025-09-06_21-45-53.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-45-47.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Адель,Зелёная,"Одна из самых узких елок. Имеет изящные ветки с короткими иголками, которые приближают Адель к настоящей лесной красавице",15 000 ₽,150 см,90 см,566 шт,-30%,15 000 ₽,21429,12,https://lady-elka.ru/d/photo_2025-09-06_21-50-37.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-50-44.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Адель,Зелёная,"Одна из самых узких елок. Имеет изящные ветки с короткими иголками, которые приближают Адель к настоящей лесной красавице",23 000 ₽,180 см,98 см,806 шт,-30%,23 000 ₽,32858,12,https://lady-elka.ru/d/photo_2025-09-06_21-50-37.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-50-44.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Адель,Зелёная,"Одна из самых узких елок. Имеет изящные ветки с короткими иголками, которые приближают Адель к настоящей лесной красавице",28 000 ₽,210 см,106 см,1130 шт,-30%,28 000 ₽,40000,12,https://lady-elka.ru/d/photo_2025-09-06_21-50-37.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-50-44.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Адель,Зелёная,"Одна из самых узких елок. Имеет изящные ветки с короткими иголками, которые приближают Адель к настоящей лесной красавице",35 000 ₽,230 см,110 см,1382 шт,-30%,35 000 ₽,50000,12,https://lady-elka.ru/d/photo_2025-09-06_21-50-37.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-50-44.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Адель,Зелёная,"Одна из самых узких елок. Имеет изящные ветки с короткими иголками, которые приближают Адель к настоящей лесной красавице",44 000 ₽,250 см,118 см,1886 шт,-30%,44 000 ₽,62858,12,https://lady-elka.ru/d/photo_2025-09-06_21-50-37.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-50-44.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Адель,Зелёная,"Одна из самых узких елок. Имеет изящные ветки с короткими иголками, которые приближают Адель к настоящей лесной красавице",52 000 ₽,270 см,122 см,2173 шт,-30%,52 000 ₽,74286,12,https://lady-elka.ru/d/photo_2025-09-06_21-50-37.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-50-44.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Адель,Зелёная,"Одна из самых узких елок. Имеет изящные ветки с короткими иголками, которые приближают Адель к настоящей лесной красавице",67 000 ₽,300 см,130 см,2846 шт,-30%,67 000 ₽,95715,12,https://lady-elka.ru/d/photo_2025-09-06_21-50-37.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-50-44.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Дарина,Зелёная,"Боковые ветки выходят за силует елочки, что приближает ее к натуральной красавице, привезенной из леса. Елка станет идеальным дополнением новогоднего интерьера и подарит праздничное настроение ",22 000 ₽,150 см,124 см,518 шт,-30%,22 000 ₽,31429,13,https://lady-elka.ru/d/photo_2025-09-06_21-56-34.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-56-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/01-darina-main-600x800.jpg | ,TRUE,,,,,,,,,
Дарина,Зелёная,"Боковые ветки выходят за силует елочки, что приближает ее к натуральной красавице, привезенной из леса. Елка станет идеальным дополнением новогоднего интерьера и подарит праздничное настроение ",26 000 ₽,185 см,138 см,758 шт,-30%,26 000 ₽,37143,13,https://lady-elka.ru/d/photo_2025-09-06_21-56-34.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-56-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/01-darina-main-600x800.jpg | ,TRUE,,,,,,,,,
Дарина,Зелёная,"Боковые ветки выходят за силует елочки, что приближает ее к натуральной красавице, привезенной из леса. Елка станет идеальным дополнением новогоднего интерьера и подарит праздничное настроение ",37 000 ₽,215 см,152 см,1158 шт,-30%,37 000 ₽,52858,13,https://lady-elka.ru/d/photo_2025-09-06_21-56-34.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-56-42.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | https://lady-elka.ru/d/01-darina-main-600x800.jpg | ,TRUE,,,,,,,,,
