title,category,description,Цена из файла,height_cm,diameter_cm,branches,discount_pct,price,offer,id,photos,active,,Насколько изменилась цена?,,,,,,,
Наименование,Категория,Описание ёлки,Оригинальная цена,Высота,Диаметр,Кол-во веток,% скидки,Цена на сайте,Цена без скидки,,Ссылка на фото,,,0%,,,,,,,
Катрин,Зелёная,Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою,49 000 ₽,230 см,188 см,1665 шт,-30%,49 000 ₽,70000,3,https://lady-elka.ru/d/photo_2025-09-05_21-40-05.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-39-54.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,Зелёная,Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою,59 000 ₽,250 см,200 см,2113 шт,-30%,59 000 ₽,84286,3,https://lady-elka.ru/d/photo_2025-09-05_21-40-05.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-39-54.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,Зелёная,Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою,70 000 ₽,270 см,212 см,2653 шт,-30%,70 000 ₽,100000,3,https://lady-elka.ru/d/photo_2025-09-05_21-40-05.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-39-54.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,Зелёная,Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою,82 000 ₽,300 см,224 см,3253 шт,-30%,82 000 ₽,117143,3,https://lady-elka.ru/d/photo_2025-09-05_21-40-05.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-39-54.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Катрин,С освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою. Дополнена встроенной гирляндой теплого свечения, без режимов мигания.",29 000 ₽,150 см,128 см,565 шт,-30%,29 000 ₽,41429,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-19.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-42-08.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,С освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою. Дополнена встроенной гирляндой теплого свечения, без режимов мигания.",44 000 ₽,185 см,158 см,985 шт,-30%,44 000 ₽,62858,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-19.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-42-08.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,С освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою. Дополнена встроенной гирляндой теплого свечения, без режимов мигания.",59 000 ₽,215 см,170 см,1273 шт,-30%,59 000 ₽,84286,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-19.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-42-08.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,С освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою. Дополнена встроенной гирляндой теплого свечения, без режимов мигания.",73 000 ₽,230 см,188 см,1665 шт,-30%,73 000 ₽,104286,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-19.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-42-08.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,С освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою. Дополнена встроенной гирляндой теплого свечения, без режимов мигания.",89 000 ₽,250 см,200 см,2113 шт,-30%,89 000 ₽,127143,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-19.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-42-08.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,С освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою. Дополнена встроенной гирляндой теплого свечения, без режимов мигания.",103 000 ₽,270 см,212 см,2653 шт,-30%,103 000 ₽,147143,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-19.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-42-08.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
Катрин,С освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою. Дополнена встроенной гирляндой теплого свечения, без режимов мигания.",122 000 ₽,300 см,224 см,3253 шт,-30%,122 000 ₽,174286,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-19.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-42-08.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Катрин,Заснеженная с освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою с хлопковым напылением. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",36 000 ₽,150 см,128 см,565 шт,-30%,36 000 ₽,51429,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-22.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  |  | ,TRUE,,,,,,,,,
Катрин,Заснеженная с освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою с хлопковым напылением. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",53 000 ₽,185 см,158 см,985 шт,-30%,53 000 ₽,75715,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-22.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  |  | ,TRUE,,,,,,,,,
Катрин,Заснеженная с освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою с хлопковым напылением. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",69 000 ₽,215 см,170 см,1273 шт,-30%,69 000 ₽,98572,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-22.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  |  | ,TRUE,,,,,,,,,
Катрин,Заснеженная с освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою с хлопковым напылением. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",83 000 ₽,230 см,188 см,1665 шт,-30%,83 000 ₽,118572,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-22.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  |  | ,TRUE,,,,,,,,,
Катрин,Заснеженная с освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою с хлопковым напылением. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",102 000 ₽,250 см,200 см,2113 шт,-30%,102 000 ₽,145715,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-22.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  |  | ,TRUE,,,,,,,,,
Катрин,Заснеженная с освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою с хлопковым напылением. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",116 000 ₽,270 см,212 см,2653 шт,-30%,116 000 ₽,165715,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-22.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  |  | ,TRUE,,,,,,,,,
Катрин,Заснеженная с освещением,"Самая широкая елка по диаметру нижних веток. Имеет правильную крону и густую хвою с хлопковым напылением. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",132 000 ₽,300 см,224 см,3253 шт,-30%,132 000 ₽,188572,3,https://lady-elka.ru/d/photo_2025-09-05_21-42-22.jpg | https://lady-elka.ru/d/img_1935.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-13-00.jpg |  |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Аврора,Зелёная,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре",21 000 ₽,155 см,98 см,709 шт,-30%,21 000 ₽,30000,4,https://lady-elka.ru/d/photo_2025-09-05_21-49-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-37.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Аврора,Зелёная,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре",29 000 ₽,185 см,110 см,985 шт,-30%,29 000 ₽,41429,4,https://lady-elka.ru/d/photo_2025-09-05_21-49-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-37.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Аврора,Зелёная,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре",43 000 ₽,215 см,126 см,1481 шт,-30%,43 000 ₽,61429,4,https://lady-elka.ru/d/photo_2025-09-05_21-49-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-37.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Аврора,Зелёная,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре",51 000 ₽,230 см,134 см,1729 шт,-30%,51 000 ₽,72858,4,https://lady-elka.ru/d/photo_2025-09-05_21-49-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-37.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Аврора,Зелёная,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре",61 000 ₽,250 см,140 см,2073 шт,-30%,61 000 ₽,87143,4,https://lady-elka.ru/d/photo_2025-09-05_21-49-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-37.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Аврора,Зелёная,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре",76 000 ₽,270 см,146 см,2537 шт,-30%,76 000 ₽,108572,4,https://lady-elka.ru/d/photo_2025-09-05_21-49-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-37.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Аврора,Зелёная,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре",91 000 ₽,300 см,152 см,3001 шт,-30%,91 000 ₽,130000,4,https://lady-elka.ru/d/photo_2025-09-05_21-49-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_21-49-37.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Аврора,С освещением,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",29 000 ₽,155 см,98 см,709 шт,-30%,29 000 ₽,41429,4,https://lady-elka.ru/d/photo_2025-09-05_21-51-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Аврора,С освещением,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",39 000 ₽,185 см,110 см,985 шт,-30%,39 000 ₽,55715,4,https://lady-elka.ru/d/photo_2025-09-05_21-51-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Аврора,С освещением,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",58 000 ₽,215 см,126 см,1481 шт,-30%,58 000 ₽,82858,4,https://lady-elka.ru/d/photo_2025-09-05_21-51-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Аврора,С освещением,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",71 000 ₽,230 см,134 см,1729 шт,-30%,71 000 ₽,101429,4,https://lady-elka.ru/d/photo_2025-09-05_21-51-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Аврора,С освещением,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",83 000 ₽,250 см,140 см,2073 шт,-30%,83 000 ₽,118572,4,https://lady-elka.ru/d/photo_2025-09-05_21-51-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Аврора,С освещением,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",102 000 ₽,270 см,146 см,2537 шт,-30%,102 000 ₽,145715,4,https://lady-elka.ru/d/photo_2025-09-05_21-51-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
Аврора,С освещением,"Елка имеет двухцветную светло-зеленую хвою. Одна из самых густых моделей, при этом небольшая в нижнем диаметре. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",123 000 ₽,300 см,152 см,3001 шт,-30%,123 000 ₽,175715,4,https://lady-elka.ru/d/photo_2025-09-05_21-51-40.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg |  |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Вивиан,Зелёная,"Елочка идеально передает все черты настоящего дерева. Пышность, насыщенный зеленый цвет и идеальная крона - вот что выделяет Вивиан среди других моделей.",23 000 ₽,150 см,108 см,796 шт,-30%,23 000 ₽,32858,5,https://lady-elka.ru/d/photo_2025-09-06_20-59-34.jpg | https://lady-elka.ru/d/photo_2025-09-06_20-59-22.jpg | https://lady-elka.ru/d/photo_2025-09-06_20-59-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Вивиан,Зелёная,"Елочка идеально передает все черты настоящего дерева. Пышность, насыщенный зеленый цвет и идеальная крона - вот что выделяет Вивиан среди других моделей.",32 000 ₽,185 см,118 см,1132 шт,-30%,32 000 ₽,45715,5,https://lady-elka.ru/d/photo_2025-09-06_20-59-34.jpg | https://lady-elka.ru/d/photo_2025-09-06_20-59-22.jpg | https://lady-elka.ru/d/photo_2025-09-06_20-59-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Вивиан,Зелёная,"Елочка идеально передает все черты настоящего дерева. Пышность, насыщенный зеленый цвет и идеальная крона - вот что выделяет Вивиан среди других моделей.",45 000 ₽,215 см,134 см,1564 шт,-30%,45 000 ₽,64286,5,https://lady-elka.ru/d/photo_2025-09-06_20-59-34.jpg | https://lady-elka.ru/d/photo_2025-09-06_20-59-22.jpg | https://lady-elka.ru/d/photo_2025-09-06_20-59-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
Вивиан,Зелёная,"Елочка идеально передает все черты настоящего дерева. Пышность, насыщенный зеленый цвет и идеальная крона - вот что выделяет Вивиан среди других моделей.",53 000 ₽,230 см,146 см,1900 шт,-30%,53 000 ₽,75715,5,https://lady-elka.ru/d/photo_2025-09-06_20-59-34.jpg | https://lady-elka.ru/d/photo_2025-09-06_20-59-22.jpg | https://lady-elka.ru/d/photo_2025-09-06_20-59-30.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Бетти,Зелёная,Главной особенностью Бетти являются длинные иголки. Модель состоит из широких веточек с темно-зеленой хвоей,20 900 ₽,150 см,126 см,720 шт,-30%,20 900 ₽,29858,6,https://lady-elka.ru/d/photo_2025-09-06_21-06-48.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-41.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-52.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-15.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg,TRUE,,,,,,,,,
Бетти,Зелёная,Главной особенностью Бетти являются длинные иголки. Модель состоит из широких веточек с темно-зеленой хвоей,29 000 ₽,185 см,140 см,1084 шт,-30%,29 000 ₽,41429,6,https://lady-elka.ru/d/photo_2025-09-06_21-06-48.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-41.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-52.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-15.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg,TRUE,,,,,,,,,
Бетти,Зелёная,Главной особенностью Бетти являются длинные иголки. Модель состоит из широких веточек с темно-зеленой хвоей,42 000 ₽,215 см,158 см,1496 шт,-30%,42 000 ₽,60000,6,https://lady-elka.ru/d/photo_2025-09-06_21-06-48.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-41.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-52.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-15.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg,TRUE,,,,,,,,,
Бетти,Зелёная,Главной особенностью Бетти являются длинные иголки. Модель состоит из широких веточек с темно-зеленой хвоей,50 900 ₽,230 см,164 см,1752 шт,-30%,50 900 ₽,72715,6,https://lady-elka.ru/d/photo_2025-09-06_21-06-48.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-41.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-52.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-15.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg,TRUE,,,,,,,,,
Бетти,Зелёная,Главной особенностью Бетти являются длинные иголки. Модель состоит из широких веточек с темно-зеленой хвоей,60 000 ₽,250 см,170 см,2048 шт,-30%,60 000 ₽,85715,6,https://lady-elka.ru/d/photo_2025-09-06_21-06-48.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-41.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-52.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-15.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg,TRUE,,,,,,,,,
Бетти,Зелёная,Главной особенностью Бетти являются длинные иголки. Модель состоит из широких веточек с темно-зеленой хвоей,69 000 ₽,270 см,178 см,2368 шт,-30%,69 000 ₽,98572,6,https://lady-elka.ru/d/photo_2025-09-06_21-06-48.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-41.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-52.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-15.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg,TRUE,,,,,,,,,
Бетти,Зелёная,Главной особенностью Бетти являются длинные иголки. Модель состоит из широких веточек с темно-зеленой хвоей,96 000 ₽,300 см,192 см,3118 шт,-30%,96 000 ₽,137143,6,https://lady-elka.ru/d/photo_2025-09-06_21-06-48.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-41.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-52.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-06-15.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-23.jpg | https://lady-elka.ru/d/photo_2025-09-05_20-54-18.jpg,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Афина,Заснеженная,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые",17 000 ₽,155 см,116 см,639 шт,-30%,17 000 ₽,24286,7,https://lady-elka.ru/d/photo_2025-09-06_21-15-31.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-15-58.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-17-25.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые",24 000 ₽,185 см,130 см,927 шт,-30%,24 000 ₽,34286,7,https://lady-elka.ru/d/photo_2025-09-06_21-15-31.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-15-58.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-17-25.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые",31 000 ₽,215 см,148 см,1367 шт,-30%,31 000 ₽,44286,7,https://lady-elka.ru/d/photo_2025-09-06_21-15-31.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-15-58.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-17-25.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые",37 000 ₽,230 см,154 см,1599 шт,-30%,37 000 ₽,52858,7,https://lady-elka.ru/d/photo_2025-09-06_21-15-31.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-15-58.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-17-25.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые",47 000 ₽,250 см,160 см,1895 шт,-30%,47 000 ₽,67143,7,https://lady-elka.ru/d/photo_2025-09-06_21-15-31.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-15-58.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-17-25.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые",56 000 ₽,270 см,168 см,2511 шт,-30%,56 000 ₽,80000,7,https://lady-elka.ru/d/photo_2025-09-06_21-15-31.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-15-58.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-17-25.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые",66 000 ₽,300 см,182 см,2941 шт,-30%,66 000 ₽,94286,7,https://lady-elka.ru/d/photo_2025-09-06_21-15-31.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-15-58.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-17-25.jpg |  |  | ,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Афина,Заснеженная с освещением,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",22 800 ₽,155 см,116 см,639 шт,-30%,22 800 ₽,32572,7,https://lady-elka.ru/d/photo_2025-09-06_21-16-20.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-20-01.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-19-56.jpg |  |  | ,TRUE,,,,,,,,,
Афина,Заснеженная с освещением,"Заснеженная ель с густой кроной. Относится к категории комбинированных — приствольное пространство выполнено из ПВХ, все внешние веточки литые. Дополнена встроенной гирляндой теплого свечения, без режимов мигания",31 900 ₽,185 см,130 см,927 шт,-30%,31 900 ₽,45572,7,https://lady-elka.ru/d/photo_2025-09-06_21-16-20.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-20-01.jpg | https://lady-elka.ru/d/photo_2025-09-06_21-19-56.jpg |  |  | ,TRUE,,,,,,,,,
